author,star,review_title,review_date,Text,ProductLink
Shubham,5.0 out of 5 stars,Nice product at reasonable price,Reviewed in India on 8 May 2024,T shirt did not shrink after wash and did not loss its colour even...so for me it a win win thing ..i wear it for my daily use ..till now it a good product at a good price in sale i got below 400 so good one .,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Mayuresh,4.0 out of 5 stars,Good quality,Reviewed in India on 19 May 2024,Good quality & colour. Just like it is in display.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Amazon Customer,3.0 out of 5 stars,Nice for casual use,Reviewed in India on 22 March 2024,It fits really well. It doesn't fade after 5-6 washes.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Kindle Customer,5.0 out of 5 stars,nice quality and fit,Reviewed in India on 12 May 2024,nice quality and fit .. very soft cotton ..,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sri Ram,4.0 out of 5 stars,Not worth.,Reviewed in India on 12 April 2024,"It's just normal quality, don't expect the premium level",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Nidhi Gawde,5.0 out of 5 stars,Great quality,Reviewed in India on 2 May 2024,Great quality fabric and perfect fitting,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Jassi J,5.0 out of 5 stars,Awesome fit,Reviewed in India on 22 May 2024,"Fabric is good , fitting awesome",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Amazon Customer,4.0 out of 5 stars,Symbol polo tshirt,Reviewed in India on 16 May 2024,"Good buy and worth it
Only issue is the size.Though I wear M but the size is not appropriate could be due to wrong labelling or something",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Ravi maheshwari,4.0 out of 5 stars,Comfortable,Reviewed in India on 12 May 2024,Nice and comfortable polo... Amazon reduced its length which is good because when I purchased first time that polo t shirt was a so long....I prefer to buy M size from offline and M size here is also fits me so size is have no issues you can buy your regular size compare to offline,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Ashok karthik,4.0 out of 5 stars,Value for money,Reviewed in India on 17 May 2024,Fit is perfect and cloth is good for the price,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjIwMTA5ODQwNDQ5NDk4OjowOjo&url=%2FAmazon-Brand-Symbol-Mens-AW17MPCP6_L_Pomegranate%2Fdp%2FB073X4H6BJ%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Blessen john,5.0 out of 5 stars,Worth every penny,Reviewed in India on 11 May 2024,The light pink is really good. Really great product. Comfortable too. Go for it,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sreyas r.,4.0 out of 5 stars,product is fine,Reviewed in India on 21 February 2024,product quality and colour is fine.also fits well so go for it.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Shakti Singh sisodia,5.0 out of 5 stars,Super,Reviewed in India on 18 May 2024,Super quality product,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Viki Shingadiya,3.0 out of 5 stars,Very loose but material quality is good,Reviewed in India on 5 April 2024,Very loose but material quality is good,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Amazon Customer,4.0 out of 5 stars,TShirt,Reviewed in India on 1 January 2024,"Good Quality and Value for Money, Similar to the picture a very good fit.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Pratiksha Shelar,5.0 out of 5 stars,Soft fabric,Reviewed in India on 22 May 2024,"Fitting is perfect n fabric is sooo breathable, soft...my husband love this t-shirt",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Sebasti rajan,1.0 out of 5 stars,Poor quality,Reviewed in India on 10 May 2024,Colour faded in single wash. Very disappointed,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
"Lt Gen (Dr) KJ Singh, Former Western Army Commander",5.0 out of 5 stars,Elegant-Value for Money,Reviewed in India on 4 April 2024,"Comfortable, value for money & elegant.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Shravan Kondekar,4.0 out of 5 stars,Nice,Reviewed in India on 31 March 2024,Good product,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfYXRmOjMwMDA0MzY2NjIxMDYzMjo6MDo6&url=%2FSymbol-Mens-Solid-Regular-AW19MCPO_Pink_L%2Fdp%2FB07SJ5G8HW%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
